working_capacity_0,working_capacity_1,working_capacity_2,working_capacity_3,fish_production_capacity_0,fish_production_capacity_1,crop_production_capacity_0,crop_production_capacity_1,crop_production_capacity_2,meat_production_capacity_0,meat_production_capacity_1,biodiversity_0,biodiversity_1,abiotic_resources_0,abiotic_resources_1,water_production_capacity_(drinking_water_&_irrigation_water)_0,water_production_capacity_(drinking_water_&_irrigation_water)_1,water_production_capacity_(drinking_water_&_irrigation_water)_2,Year,Company Name,target
5,79,30.0,193.0,21,665.0,7,45.0,740.0,1,63.0,4,167.0,1.0,13.0,1,24.0,76.0,2018,JPMORGAN CHASE & CO.,-0.17%
1,61,96.0,152.0,3,728.0,2,15.0,427.0,50,484.0,678,418.64977022698787,269.0,357.94894756277694,5,22.0,53.0,2018,DEXUS,-25.00%
3,13,86.0,837.0,7,311.0,4,17.0,44.0,97,592.0,1,334.0,1.0,784.0,3,60.0,90.0,2018,VORNADO REALTY TRUST,-38.94%
1,58,0.0,876.0,3,635.0,2,10.0,167.0,49,253.0,661,418.64977022698787,240.0,357.94894756277694,5,9.0,17.0,2018,GPT GROUP,-26.59%
6,2,85.0,530.0,14,57.0,8,0.0,982.0,1,87.0,2,566.0,3.0,634.0,3,29.0,553.0,2018,IRON MOUNTAIN INCORPORATED,-7.74%
5,1,59.0,799.0,17,684.0,6,48.0,867.0,1,43.0,3,384.0,83.0,415.0,92,66.0,883.0,2018,CITIGROUP INC.,-0.26%
3,74,28.0,33.0,9,835.0,5,0.0,991.0,1,15.0,1,797.0,27.0,543.0,1,96.0,42.0,2018,BANCO BILBAO VIZCAYA ARGENTARIA SA,-0.61%
2,42,74.0,582.0,5,736.0,3,22.0,300.0,75,308.0,1,49.0,2.0,485.0,2,29.0,24.0,2018,"BOSTON PROPERTIES,INC. ",-6.51%
4,6,6.0,426.0,12,58.0,5,14.0,670.0,1,16.0,2,284.0,42.0,951.0,2,4.0,106.0,2018,ORIX CORPORATION,-1.33%
3,99,16.0,609.0,11,515.0,5,36.0,884.0,1,22.0,2,108.0,51.0,527.0,3,42.0,563.0,2018,BANCO SANTANDER SA,-0.26%
92,22,526.0,445.7999546896239,2,116.0,1,22.0,663.0,28,752.0,385,418.64977022698787,79.0,357.94894756277694,3,10.0,33.0,2018,CHARTER HALL GROUP,-53.84%
88,70,101.0,445.7999546896239,2,91.0,1,18.0,29.0,27,615.0,380,418.64977022698787,689.0,357.94894756277694,2,65.0,4.0,2018,MIRVAC GROUP,-8.83%
1,70,59.0,259.0,3,900.0,2,26.0,839.0,53,175.0,710,418.64977022698787,357.0,357.94894756277694,1,70.0,84.0,2018,ATTACQ,-135.44%
3,34,2.0,5.0,7,590.0,4,41.0,620.0,1,3.0,1,383.0,21.0,491.0,1,81.0,394.0,2018,ABSA GROUP LTD,-2.28%
1,22,74.0,878.0,2,852.0,1,63.0,121.0,38,182.0,520,418.64977022698787,599.0,357.94894756277694,1,95.0,44.0,2018,JBG SMITH PROPERTIES,-104.31%
42,30,951.0,445.7999546896239,1,42.0,56,51.0,437.0365710630131,13,38.0,192,418.64977022698787,1.0,2.0,2,64.0,71.0,2018,KIMCO REALTY CORPORATION,-12.39%
2,57,90.0,568.0,7,171.0,3,39.0,267.0,77,787.0,1,339.0,17.0,97.0,25,36.0,972.0,2018,PNC FINANCIAL SERVICES GROUP INCORPORATED,-0.45%
2,43,81.0,219.0,5,490.0,3,19.0,660.0,74,275.0,1,1.0,37.0,813.0,33,38.0,116.0,2018,STANDARD BANK GROUP LIMITED,-0.92%
31,69,993.0,445.7999546896239,744,400.9971119806223,42,207.0,437.0365710630131,9,870.0,135,418.64977022698787,402.0,357.94894756277694,2,45.0,39.0,2018,MERLIN PROPERTIES SOCIMI SA,-6.66%
2,71,15.0,865.0,6,236.0,3,60.0,529.0,84,477.0,1,136.0,468.0,357.94894756277694,1,48.0,547.0,2018,CORESITE REALTY CORPORATION,-25.95%
1,45,20.0,446.0,3,622.0,1,92.0,233.0,44,654.0,667,418.64977022698787,4.0,42.0,1,18.0,97.0,2018,WELLTOWER INC,-2.47%
99,17,432.0,445.7999546896239,2,727.0,1,24.0,896.0,28,507.0,516,418.64977022698787,7.0,552.0,1,62.0,28.0,2018,KLEPIERRE SA,-2.76%
2,34,69.0,955.0,6,229.0,3,12.0,373.0,72,426.0,1,120.0,22.0,501.0,5,88.0,453.0,2018,BARCLAYS PLC,-0.35%
2,25,52.0,502.0,5,106.0,2,97.0,158.0,69,264.0,931,418.64977022698787,22.0,864.0,1,21.0,795.0,2018,FIRSTRAND LIMITED,-0.97%
2,25,36.0,337.0,5,153.0,2,99.0,690.0,70,256.0,938,418.64977022698787,293.0,357.94894756277694,1,23.0,541.0,2018,EMIRA PROPERTY FUND,-56.69%
36,57,374.0,445.7999546896239,910,400.9971119806223,48,426.0,437.0365710630131,11,252.0,168,418.64977022698787,988.0,357.94894756277694,1,93.0,11.0,2018,REGENCY CENTERS CORPORATION,-8.62%
45,14,911.0,445.7999546896239,1,31.0,59,984.0,437.0365710630131,14,54.0,188,418.64977022698787,516.0,357.94894756277694,1,78.0,54.0,2018,HYPROP INVESTMENTS LIMITED,-25.84%
2,17,54.0,621.0,5,38.0,2,88.0,756.0,67,595.0,919,418.64977022698787,970.0,357.94894756277694,1,18.0,861.0,2018,JAPAN RETAIL FUND INVESTMENT CORPORATION,-10.17%
2,10,81.0,393.0,5,305.0,2,80.0,505.0,65,309.0,958,418.64977022698787,12.0,629.0,5,22.0,614.0,2018,ROYAL BANK OF SCOTLAND GROUP PLC,-0.62%
1,83,36.0,692.0,4,265.0,2,43.0,215.0,56,903.0,779,418.64977022698787,1.0,112.0,30,19.0,922.0,2018,NIPPON BUILDING FUND INCORPORATED,-8.32%
65,28,216.0,445.7999546896239,1,548.0,86,661.0,437.0365710630131,20,241.0,283,418.64977022698787,743.0,357.94894756277694,1,48.0,72.0,2018,DIAMONDROCK HOSPITALITY COMPANY,-19.74%
85,69,229.0,445.7999546896239,2,16.0,1,13.0,802.0,26,603.0,368,418.64977022698787,758.0,357.94894756277694,1,20.0,5.0,2018,"DOUGLAS EMMETT,INC. ",-17.48%
1,87,35.0,58.0,5,74.0,2,49.0,381.0,57,726.0,911,418.64977022698787,20.0,613.0,5,93.0,954.0,2018,LLOYDS BANKING GROUP PLC,-0.24%
1,89,52.0,497.0,4,665.0,2,51.0,91.0,58,412.0,858,418.64977022698787,4.0,438.0,1,2.0,708.0,2018,BROOKFIELD PROPERTY REIT INC,-0.65%
1,79,68.0,976.0,6,369.0,2,46.0,728.0,54,975.0,1,225.0,8.0,75.0,96,629.0,333.03157793395593,2018,BANK VTB PAO,-0.97%
31,61,464.0,445.7999546896239,768,400.9971119806223,41,913.0,437.0365710630131,9,764.0,141,418.64977022698787,608.0,357.94894756277694,1,58.0,70.0,2018,SITE CENTERS CORP,-22.77%
1,62,59.0,625.0,3,680.0,2,14.0,193.0,49,919.0,671,418.64977022698787,16.0,879.0,14,26.0,534.0,2018,NEDBANK GROUP LIMITED,-1.42%
1,58,12.0,781.0,4,38.0,2,10.0,417.0,48,936.0,728,418.64977022698787,11.0,11.0,4,92.0,502.0,2018,STANDARD CHARTERED PLC,-0.61%
1,59,29.0,51.0,3,826.0,2,9.0,682.0,48,817.0,704,418.64977022698787,2.0,344.0,85,837.0,333.03157793395593,2018,AXIS BANK LIMITED,-19.45%
1,59,7.0,917.0,3,705.0,2,10.0,959.0,49,349.0,676,418.64977022698787,1.0,34.0,86,776.0,333.03157793395593,2018,NOMURA REAL ESTATE MASTER FUND INC,-8.29%
1,24,28.0,205.0,3,957.0,1,66.0,349.0,37,991.0,707,418.64977022698787,12.0,223.0,21,93.0,442.0,2018,WESTPAC BANKING CORPORATION,-0.18%
1,43,60.0,951.0,3,314.0,1,90.0,791.0,44,688.0,603,418.64977022698787,783.0,357.94894756277694,1,17.0,878.0,2018,KLCC PROPERTY HOLDINGS BHD,-6.73%
42,78,425.0,445.7999546896239,1,339.0,51,403.0,437.0365710630131,11,443.0,259,418.64977022698787,5.0,930.0,1,0.0,70.0,2018,COVIVIO SA,-3.49%
34,97,197.0,445.7999546896239,832,400.9971119806223,46,418.0,437.0365710630131,10,838.0,152,418.64977022698787,429.0,357.94894756277694,1,7.0,17.0,2018,HERSHA HOSPITALITY TRUST,
1,35,99.0,243.0,3,950.0,1,81.0,57.0,41,632.0,705,418.64977022698787,20.0,175.0,73,198.0,333.03157793395593,2018,COMMERZBANK AKTIENGESELLSCHAFT,-1.11%
61,16,349.0,445.7999546896239,1,446.0,81,208.0,437.0365710630131,18,974.0,264,418.64977022698787,629.0,357.94894756277694,68,33.0,725.0,2018,EMPIRE STATE REALTY TRUST INC,-11.73%
1,24,26.0,185.0,4,160.0,1,66.0,95.0,37,676.0,744,418.64977022698787,46.0,596.0,66,236.0,333.03157793395593,2018,KB FINANCIAL GROUP INCORPORATION,-0.35%
1,12,45.0,363.0,3,801.0,1,45.0,950.0,32,525.0,724,418.64977022698787,16.0,505.0,5,76.0,298.0,2018,BANK OF NEW YORK MELLON CORP.,-0.23%
1,15,14.0,703.0,3,44.0,1,51.0,936.0,35,55.0,565,418.64977022698787,5.0,514.0,61,635.0,333.03157793395593,2018,REGIONS FINANCIAL CORP,-0.60%
1,12,95.0,766.0,3,586.0,1,42.0,645.0,31,875.0,683,418.64977022698787,16.0,815.0,1,94.0,690.0,2018,UBS GROUP AG,-0.18%
1,12,35.0,667.0,2,661.0,1,53.0,43.0,34,527.0,491,418.64977022698787,1.0,756.0,60,712.0,333.03157793395593,2018,GRUPO ELEKTRA SA DE CV,-1.06%
1,6,31.0,79.0,2,446.0,1,41.0,990.0,33,64.0,446,418.64977022698787,292.0,357.94894756277694,58,141.0,333.03157793395593,2018,FIBRA UNO ADMINISTRACION SA DE CV,-2.93%
80,68,863.0,445.7999546896239,1,898.0,1,6.0,826.0,24,958.0,347,418.64977022698787,824.0,357.94894756277694,24,31.0,142.0,2018,UNITED URBAN INVESTMENT CORPORATION,-4.91%
87,78,388.0,445.7999546896239,2,130.0,1,21.0,561.0,26,697.0,396,418.64977022698787,2.0,338.0,14,26.0,355.0,2018,BANCO SANTANDER MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO SANTAND,-0.75%
79,56,983.0,445.7999546896239,1,992.0,1,12.0,632.0,23,856.0,375,418.64977022698787,3.0,308.0,22,32.0,438.0,2018,GRUPO FINANCIERO BANORTE S.A.B. DE C.V.,-0.51%
95,88,247.0,445.7999546896239,2,530.0,1,26.0,529.0,29,200.0,469,418.64977022698787,4.0,532.0,1,27.0,970.0,2018,HUNTINGTON BANCSHARES INCORPORATED,-0.61%
95,83,564.0,445.7999546896239,2,215.0,1,27.0,298.0,29,811.0,403,418.64977022698787,615.0,357.94894756277694,1,4.0,359.0,2018,SUNTEC REAL ESTATE INVESTMENT TRUST,-13.88%
86,43,239.0,445.7999546896239,3,203.0,1,16.0,116.0,26,114.0,568,418.64977022698787,13.0,443.0,10,15.0,51.0,2018,COMMONWEALTH BANK OF AUSTRALIA,-0.10%
44,30,770.0,445.7999546896239,1,17.0,58,929.0,437.0365710630131,13,812.0,185,418.64977022698787,96.0,357.94894756277694,52,5.0,112.0,2018,UNITE GROUP PLC (THE),-17.55%
90,88,450.0,445.7999546896239,3,52.0,1,21.0,487.0,27,548.0,546,418.64977022698787,34.0,414.0,48,431.0,333.03157793395593,2018,SHINHAN FINANCIAL GROUP COMPANY LIMITED,-0.23%
23,50,152.0,445.7999546896239,546,400.9971119806223,31,265.0,437.0365710630131,7,322.0,99,418.64977022698787,98.0,357.94894756277694,61,67.0,873.0,2018,ABACUS PROPERTY GROUP,-10.44%
55,74,100.0,445.7999546896239,1,327.0,73,772.0,437.0365710630131,17,221.0,241,418.64977022698787,1.0,382.0,27,72.0,278.0,2018,CAPITAMALL TRUST,-2.45%
64,33,694.0,445.7999546896239,1,552.0,85,839.0,437.0365710630131,20,47.0,283,418.64977022698787,13.0,777.0,16,78.0,999.0,2018,ARTIS REAL ESTATE INVESTMENT TRUST,-5.95%
79,88,529.0,445.7999546896239,1,640.0,95,791.0,437.0365710630131,22,218.0,301,418.64977022698787,10.0,367.0,90,158.0,333.03157793395593,2018,RESONA HOLDINGS INC,-0.41%
53,5,225.0,445.7999546896239,1,268.0,70,174.0,437.0365710630131,16,373.0,230,418.64977022698787,1.0,467.0,24,18.0,672.0,2018,ASCENDAS REAL ESTATE INVESTMENT TRUST,-2.28%
71,51,163.0,445.7999546896239,2,364.0,90,35.0,437.0365710630131,20,60.0,420,418.64977022698787,19.0,417.0,1,82.0,648.0,2018,MALAYAN BANKING BERHAD,-0.29%
69,22,435.0,445.7999546896239,2,494.0,85,723.0,437.0365710630131,18,786.0,441,418.64977022698787,24.0,280.0,3,51.0,149.0,2018,UNITED OVERSEAS BANK LIMITED,-0.22%
65,4,589.0,445.7999546896239,1,781.0,84,470.0,437.0365710630131,19,382.0,320,418.64977022698787,7.0,806.0,6,1.0,710.0,2018,BDO UNIBANK INCORPORATED,-0.88%
70,11,750.0,445.7999546896239,1,672.0,92,437.0,437.0365710630131,21,543.0,307,418.64977022698787,883.0,357.94894756277694,37,880.0,333.03157793395593,2018,INDUSIND BANK LTD,-0.91%
56,84,127.0,445.7999546896239,1,323.0,75,603.0,437.0365710630131,17,703.0,240,418.64977022698787,609.0,357.94894756277694,13,73.0,618.0,2018,LAND SECURITIES GROUP PLC,-3.15%
62,33,331.0,445.7999546896239,1,969.0,79,116.0,437.0365710630131,17,766.0,351,418.64977022698787,14.0,488.0,7,57.0,928.0,2018,CIMB GROUP HOLDINGS BERHAD,-0.49%
69,0,480.0,445.7999546896239,1,652.0,91,556.0,437.0365710630131,21,363.0,303,418.64977022698787,997.0,357.94894756277694,37,564.0,333.03157793395593,2018,"SUNSTONE HOTEL INVESTORS,INC. ",-3.85%
67,90,944.0,445.7999546896239,2,193.0,90,721.0,437.0365710630131,20,655.0,393,418.64977022698787,22.0,626.0,36,314.0,333.03157793395593,2018,HANA FINANCIAL GROUP,-0.25%
65,82,185.0,445.7999546896239,1,701.0,86,556.0,437.0365710630131,20,4.0,314,418.64977022698787,4.0,112.0,35,172.0,333.03157793395593,2018,ERSTE GROUP BANK AG,-0.23%
56,82,937.0,445.7999546896239,2,117.0,73,181.0,437.0365710630131,16,31.0,407,418.64977022698787,10.0,976.0,6,35.0,430.0,2018,STATE STREET CORP,-0.21%
61,34,606.0,445.7999546896239,2,252.0,68,492.0,437.0365710630131,11,233.0,474,418.64977022698787,27.0,349.0,19,728.0,333.03157793395593,2018,GUOTAI JUNAN SECURITIES CO LTD,-1.28%
53,90,614.0,445.7999546896239,1,315.0,71,698.0,437.0365710630131,16,702.0,237,418.64977022698787,2.0,966.0,7,43.0,946.0,2018,"BANCO COMERCIAL PORTUGUES,S.A. ",-1.07%
57,25,866.0,445.7999546896239,1,58.0,59,56.0,437.0365710630131,13,694.0,197,418.64977022698787,8.0,78.0,3,65.0,3.0,2018,ALPHA BANK SA,
59,92,436.0,445.7999546896239,1,844.0,78,307.0,437.0365710630131,17,707.0,348,418.64977022698787,6.0,357.0,31,127.0,333.03157793395593,2018,KEYCORP,-0.28%
55,57,918.0,445.7999546896239,1,301.0,73,645.0,437.0365710630131,17,217.0,238,418.64977022698787,463.0,357.94894756277694,30,274.0,333.03157793395593,2018,JAPAN PRIME REALTY INVESTMENT CORPORATION,-4.69%
30,72,343.0,445.7999546896239,707,400.9971119806223,40,862.0,437.0365710630131,9,576.0,129,418.64977022698787,113.0,357.94894756277694,24,80.0,156.0,2018,HAMMERSON PLC,
47,96,102.0,445.7999546896239,1,327.0,63,110.0,437.0365710630131,14,479.0,248,418.64977022698787,3.0,91.0,7,20.0,864.0,2018,COMERICA INCORPORATED,-0.35%
53,72,941.0,445.7999546896239,1,260.0,71,365.0,437.0365710630131,16,688.0,230,418.64977022698787,425.0,357.94894756277694,29,344.0,333.03157793395593,2018,TANGER FACTORY OUTLET CENTRES INCORPORATED,-4.95%
50,74,58.0,445.7999546896239,1,161.0,45,378.0,437.0365710630131,10,238.0,190,418.64977022698787,13.0,597.0,18,342.0,333.03157793395593,2018,SANTANDER BANK POLSKA SA,-0.57%
37,10,367.0,445.7999546896239,868,400.9971119806223,49,352.0,437.0365710630131,11,552.0,158,418.64977022698787,517.0,357.94894756277694,13,87.0,489.0,2018,BRITISH LAND COMPANY PLC (THE),-1.59%
16,42,212.0,445.7999546896239,386,400.9971119806223,21,874.0,437.0365710630131,5,116.0,70,418.64977022698787,184.0,357.94894756277694,30,74.0,90.0,2018,EUROCOMMERCIAL PROPERTIES NV,-3.45%
44,95,119.0,445.7999546896239,1,665.0,46,829.0,437.0365710630131,4,84.0,372,418.64977022698787,31.0,130.0,89,402.0,333.03157793395593,2018,YUANTA FINANCIAL HOLDINGS CO LTD,-0.56%
35,56,658.0,445.7999546896239,893,400.9971119806223,46,355.0,437.0365710630131,10,718.0,166,418.64977022698787,1.0,24.0,9,85.0,264.0,2018,YES BANK LIMITED,-0.52%
40,86,73.0,445.7999546896239,905,400.9971119806223,52,748.0,437.0365710630131,12,135.0,165,418.64977022698787,13.0,106.0,2,89.0,83.0,2018,INVESTEC PLC,-0.59%
35,78,369.0,445.7999546896239,1,316.0,38,41.0,437.0365710630131,7,577.0,265,418.64977022698787,6.0,955.0,6,19.0,944.0,2018,BANK OF PIRAEUS S.A.,-28.54%
29,50,222.0,445.7999546896239,692,400.9971119806223,39,242.0,437.0365710630131,9,184.0,126,418.64977022698787,453.0,357.94894756277694,12,17.0,42.0,2018,INTU PROPERTIES PLC,-2.36%
38,31,267.0,445.7999546896239,1,44.0,49,788.0,437.0365710630131,11,431.0,188,418.64977022698787,4.0,465.0,2,68.0,373.0,2018,BANK OF THE PHILIPPINE ISLANDS,-0.75%
36,66,477.0,445.7999546896239,1,196.0,41,504.0,437.0365710630131,5,867.0,256,418.64977022698787,17.0,443.0,2,6.0,402.0,2018,TAIWAN COOPERATIVE BANK,-0.66%
27,96,768.0,445.7999546896239,1,123.0,29,741.0,437.0365710630131,4,226.0,241,418.64977022698787,15.0,569.0,10,37.0,639.0,2018,CHINA GALAXY SECURITIES COMPANY LIMITED,-0.79%
36,56,353.0,445.7999546896239,1,255.0,40,117.0,437.0365710630131,4,875.0,274,418.64977022698787,20.0,453.0,1,51.0,848.0,2018,FIRST FINANCIAL HOLDING COMPANY LIMITED,-0.58%
37,77,686.0,445.7999546896239,904,400.9971119806223,49,870.0,437.0365710630131,11,625.0,166,418.64977022698787,629.0,357.94894756277694,20,441.0,333.03157793395593,2018,DAIWA HOUSE REIT INVESTMENT CORP,-2.88%
37,29,152.0,445.7999546896239,1,279.0,48,344.0,437.0365710630131,10,747.0,244,418.64977022698787,5.0,726.0,18,889.0,333.03157793395593,2018,NORTHERN TRUST CORPORATION,-0.19%
35,39,405.0,445.7999546896239,1,144.0,40,262.0,437.0365710630131,5,815.0,245,418.64977022698787,16.0,366.0,1,58.0,871.0,2018,E SUN FINANCIAL HOLDING COMPANY LIMITED,-0.57%
35,9,249.0,445.7999546896239,1,264.0,37,293.0,437.0365710630131,3,752.0,280,418.64977022698787,22.0,538.0,1,41.0,659.0,2018,MEGA FINANCIAL HOLDING COMPANY LIMITED,-0.37%
34,80,494.0,445.7999546896239,1,68.0,40,765.0,437.0365710630131,6,617.0,224,418.64977022698787,13.0,275.0,1,16.0,17.0,2018,TAISHIN FINANCIAL HOLDING COMPANY LIMITED,-0.98%
35,63,185.0,445.7999546896239,806,400.9971119806223,46,902.0,437.0365710630131,10,925.0,147,418.64977022698787,4.0,7.0,19,211.0,333.03157793395593,2018,CAPITEC BANK HOLDINGS LIMITED,-0.85%
33,71,321.0,445.7999546896239,1,715.0,37,691.0,437.0365710630131,7,359.0,341,418.64977022698787,15.0,844.0,1,45.0,105.0,2018,CREDIT SUISSE GROUP AG,-0.09%
34,80,895.0,445.7999546896239,883,400.9971119806223,46,378.0,437.0365710630131,10,794.0,160,418.64977022698787,957.0,357.94894756277694,18,980.0,333.03157793395593,2018,BENDIGO AND ADELAIDE BANK LTD,-0.80%
34,5,781.0,445.7999546896239,1,183.0,45,679.0,437.0365710630131,10,344.0,211,418.64977022698787,4.0,431.0,18,184.0,333.03157793395593,2018,MACQUARIE GROUP LIMITED,-0.21%
19,55,479.0,445.7999546896239,470,400.9971119806223,25,847.0,437.0365710630131,6,27.0,85,418.64977022698787,614.0,357.94894756277694,14,52.0,938.0,2018,MAPLETREE INDUSTRIAL TRUST,-2.17%
23,31,715.0,445.7999546896239,618,400.9971119806223,29,705.0,437.0365710630131,6,483.0,119,418.64977022698787,2.0,728.0,10,34.0,779.0,2018,KINGSTON FINANCIAL GROUP LTD,-1.44%
32,50,644.0,445.7999546896239,771,400.9971119806223,43,41.0,437.0365710630131,10,51.0,140,418.64977022698787,733.0,357.94894756277694,79,616.0,333.03157793395593,2018,MAPLETREE COMMERCIAL TRUST,-1.82%
31,75,319.0,445.7999546896239,752,400.9971119806223,42,238.0,437.0365710630131,9,878.0,136,418.64977022698787,682.0,357.94894756277694,17,596.0,333.03157793395593,2018,INTERNATIONAL PERSONAL FINANCE PLC,-2.33%
31,71,232.0,445.7999546896239,806,400.9971119806223,40,924.0,437.0365710630131,9,133.0,153,418.64977022698787,2.0,614.0,16,58.0,333.03157793395593,2018,CHAMPION REAL ESTATE INVESTMENT TRUST,-1.53%
31,15,800.0,445.7999546896239,713,400.9971119806223,33,395.0,437.0365710630131,7,683.0,122,418.64977022698787,4.0,948.0,62,214.0,333.03157793395593,2018,BANK MILLENNIUM SA,-0.98%
31,53,178.0,445.7999546896239,1,123.0,40,757.0,437.0365710630131,9,3.0,215,418.64977022698787,5.0,390.0,15,822.0,333.03157793395593,2018,FRANKLIN RESOURCES INCORPORATED,-0.16%
31,34,708.0,445.7999546896239,1,61.0,40,680.0,437.0365710630131,9,63.0,202,418.64977022698787,4.0,620.0,15,931.0,333.03157793395593,2018,T. ROWE PRICE GROUP INC,-0.14%
28,85,864.0,445.7999546896239,826,400.9971119806223,37,226.0,437.0365710630131,8,488.0,148,418.64977022698787,4.0,423.0,1,72.0,231.0,2018,TMB BANK PUBLIC COMPANY LIMITED,-0.69%
29,77,547.0,445.7999546896239,1,46.0,32,181.0,437.0365710630131,3,596.0,230,418.64977022698787,17.0,828.0,6,310.0,333.03157793395593,2018,HUA NAN FINANCIAL HOLDINGS COMPANY LIMITED,-0.57%
28,77,265.0,445.7999546896239,838,400.9971119806223,38,380.0,437.0365710630131,8,825.0,151,418.64977022698787,6.0,376.0,72,813.0,333.03157793395593,2018,BNK FINANCIAL GROUP INC,-0.39%
23,33,790.0,445.7999546896239,655,400.9971119806223,29,601.0,437.0365710630131,6,713.0,125,418.64977022698787,1.0,554.0,3,79.0,312.0,2018,KOTAK MAHINDRA BANK LIMITED,-0.21%
22,97,61.0,445.7999546896239,536,400.9971119806223,30,477.0,437.0365710630131,7,130.0,97,418.64977022698787,281.0,357.94894756277694,4,6.0,795.0,2018,KEPPEL REIT,
25,45,838.0,445.7999546896239,823,400.9971119806223,28,958.0,437.0365710630131,4,180.0,176,418.64977022698787,11.0,778.0,7,342.0,333.03157793395593,2018,CHANG HWA COMMERCIAL BANK LIMITED,-0.54%
22,63,109.0,445.7999546896239,833,400.9971119806223,27,212.0,437.0365710630131,5,862.0,162,418.64977022698787,4.0,885.0,33,165.0,333.03157793395593,2018,CONCORDIA FINANCIAL GROUP LTD,-0.26%
19,13,651.0,445.7999546896239,443,400.9971119806223,25,452.0,437.0365710630131,5,962.0,81,418.64977022698787,135.0,357.94894756277694,3,85.0,636.0,2018,HAMBORNER AG,-10.50%
13,80,56.0,445.7999546896239,328,400.9971119806223,18,269.0,437.0365710630131,4,265.0,60,418.64977022698787,327.0,357.94894756277694,9,23.0,747.0,2018,FRASERS CENTREPOINT TRUST,-3.17%
16,34,445.0,445.7999546896239,399,400.9971119806223,21,563.0,437.0365710630131,5,19.0,72,418.64977022698787,666.0,357.94894756277694,5,79.0,281.0,2018,CAPITALAND COMMERCIAL TRUST,-1.33%
20,36,183.0,445.7999546896239,521,400.9971119806223,27,316.0,437.0365710630131,6,341.0,96,418.64977022698787,912.0,357.94894756277694,49,71.0,333.03157793395593,2018,BRD GROUPE SOCIETE GENERALE SA,-0.42%
17,90,209.0,445.7999546896239,421,400.9971119806223,23,812.0,437.0365710630131,5,572.0,76,418.64977022698787,298.0,357.94894756277694,2,97.0,396.0,2018,GREAT PORTLAND ESTATES P.L.C.,-3.05%
18,57,712.0,445.7999546896239,559,400.9971119806223,24,792.0,437.0365710630131,5,683.0,100,418.64977022698787,4.0,757.0,9,992.0,333.03157793395593,2018,DGB FINANCIAL GROUP CO LTD,-0.45%
18,53,386.0,445.7999546896239,443,400.9971119806223,25,407.0,437.0365710630131,5,673.0,82,418.64977022698787,368.0,357.94894756277694,9,975.0,333.03157793395593,2018,GENTERA SAB DE CV,-1.00%
13,31,275.0,445.7999546896239,310,400.9971119806223,17,711.0,437.0365710630131,4,147.0,56,418.64977022698787,135.0,357.94894756277694,5,23.0,849.0,2018,BEFIMMO SCA,-1.55%
17,32,72.0,445.7999546896239,453,400.9971119806223,22,650.0,437.0365710630131,5,246.0,82,418.64977022698787,2.0,362.0,78,182.0,333.03157793395593,2018,SWEDBANK AB,-0.07%
10,54,232.0,445.7999546896239,307,400.9971119806223,13,561.0,437.0365710630131,3,84.0,55,418.64977022698787,1.0,759.0,7,59.0,618.0,2018,COMMERCIAL BANK OF CEYLON PLC,-1.29%
13,35,0.0,445.7999546896239,310,400.9971119806223,17,756.0,437.0365710630131,4,159.0,56,418.64977022698787,122.0,357.94894756277694,4,61.0,786.0,2018,WORKSPACE GROUP PLC,-1.64%
17,79,278.0,445.7999546896239,653,400.9971119806223,18,651.0,437.0365710630131,1,705.0,146,418.64977022698787,12.0,46.0,2,988.0,333.03157793395593,2018,CHAILEASE HOLDING COMPANY LIMITED,-0.25%
17,28,931.0,445.7999546896239,404,400.9971119806223,22,935.0,437.0365710630131,5,365.0,73,418.64977022698787,226.0,357.94894756277694,28,481.0,333.03157793395593,2018,FRASERS COMMERCIAL TRUST,-4.99%
16,89,98.0,445.7999546896239,393,400.9971119806223,22,470.0,437.0365710630131,5,262.0,71,418.64977022698787,69.0,357.94894756277694,9,254.0,333.03157793395593,2018,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LIMITED,-2.29%
16,88,664.0,445.7999546896239,555,400.9971119806223,19,34.0,437.0365710630131,2,640.0,119,418.64977022698787,8.0,230.0,4,635.0,333.03157793395593,2018,TAIWAN BUSINESS BANK,-0.57%
15,53,731.0,445.7999546896239,394,400.9971119806223,20,674.0,437.0365710630131,4,811.0,71,418.64977022698787,1.0,9.0,40,296.0,333.03157793395593,2018,CYBG PLC,
5,18,62.0,445.7999546896239,317,400.9971119806223,5,511.0,437.0365710630131,1,7.0,55,418.64977022698787,5.0,277.0,10,16.0,398.0,2018,METROPOLITAN BANK AND TRUST COMPANY,-0.27%
9,39,569.0,445.7999546896239,231,400.9971119806223,12,500.0,437.0365710630131,2,915.0,42,418.64977022698787,392.0,357.94894756277694,5,47.0,536.0,2018,ALSTRIA OFFICE REIT-AG,-1.14%
14,58,459.0,445.7999546896239,342,400.9971119806223,19,405.0,437.0365710630131,4,542.0,62,418.64977022698787,91.0,357.94894756277694,7,987.0,333.03157793395593,2018,GROWTHPOINT PROPERTIES AUSTRALIA LTD,-1.20%
14,28,404.0,445.7999546896239,380,400.9971119806223,19,12.0,437.0365710630131,4,407.0,68,418.64977022698787,1.0,397.0,8,212.0,333.03157793395593,2018,TP ICAP PLC,-0.57%
