overall,reviewerID,asin,reviewText,summary,unixReviewTime,vote,Color1,Color2,Color3,Color4,Size,unixReviewTime,reviewTimeYear,reviewTimeMonth,reviewTimeWeek,reviewTimeDay,reviewTimeDayofweek,reviewTimeDayofyear,reviewTimeElapsed
3.0,A353OJ19SEMPT4,B0058YEJ5K,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,1523577600.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1523577600.0,2018.0,4.0,15.0,13.0,4.0,103.0,1523577600.0
3.0,A1CIQ2ULKB933A,B0058YEJ5K,Nice,Three Stars,1523232000.0,0, Wolf Grey,Black-pink Blast,White,missing, 6.5 B(M) US,1523232000.0,2018.0,4.0,15.0,9.0,0.0,99.0,1523232000.0
5.0,A1TFZVGT6J5NYZ,B0058YEJ5K,Gracias,Five Stars,1523232000.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1523232000.0,2018.0,4.0,15.0,9.0,0.0,99.0,1523232000.0
5.0,A2IJJUO99LXIXG,B0058YEJ5K,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1523145600.0,2018.0,4.0,14.0,8.0,6.0,98.0,1523145600.0
5.0,A1CKPC88NHMYGR,B0058YEJ5K,,Five Stars,1523059200.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8.5 B(M) US,1523059200.0,2018.0,4.0,14.0,7.0,5.0,97.0,1523059200.0
5.0,A1S4O68F0UG4GA,B0058YEJ5K,Great arch support and comfortable.,Great cross trainer,1522800000.0,0, Cool Grey , Volt - Wolf Grey - Pure Platinum,missing,missing, 8 D - Wide,1522800000.0,2018.0,4.0,14.0,4.0,2.0,94.0,1522800000.0
4.0,A8C8Q1GQPYPR3,B0058YEJ5K,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow,1522713600.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1522713600.0,2018.0,4.0,14.0,3.0,1.0,93.0,1522713600.0
5.0,A3RHNGQAZWUX01,B0058YEJ5K,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600.0,0, Wolf Grey,Platinum,White,Crimson, 9.5 B(M) US,1522713600.0,2018.0,4.0,14.0,3.0,1.0,93.0,1522713600.0
5.0,A2ILUTAAPPZY79,B0058YEJ5K,My daughter loves these shoes. Fit true to size.,Great looking shoe,1522454400.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1522454400.0,2018.0,3.0,13.0,31.0,5.0,90.0,1522454400.0
5.0,A21PLUMLST80EK,B0058YEJ5K,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,1522195200.0,0, Black,White,Anthracite,Stealth, 11 B(M) US,1522195200.0,2018.0,3.0,13.0,28.0,2.0,87.0,1522195200.0
3.0,A1R9CFF27RIALC,B0058YEJ5K,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10",1522108800.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1522108800.0,2018.0,3.0,13.0,27.0,1.0,86.0,1522108800.0
5.0,A3KKVVAINMZF9D,B0058YEJ5K,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1521676800.0,2018.0,3.0,12.0,22.0,3.0,81.0,1521676800.0
5.0,AHQZL3LSIR57E,B0058YEJ5K,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800.0,0, Blue Tint,Green Glow,Hasta,White, 8.5 B(M) US,1521676800.0,2018.0,3.0,12.0,22.0,3.0,81.0,1521676800.0
5.0,A36UF843501J4Y,B0058YEJ5K,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1521590400.0,2018.0,3.0,12.0,21.0,2.0,80.0,1521590400.0
5.0,AJ74ZOS1UKOBA,B0058YEJ5K,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1521504000.0,2018.0,3.0,12.0,20.0,1.0,79.0,1521504000.0
5.0,A3UTTXFSBNV2V7,B0058YEJ5K,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,1521417600.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1521417600.0,2018.0,3.0,12.0,19.0,0.0,78.0,1521417600.0
5.0,A2QPBIA0HKEL96,B0058YEJ5K,Love the color!,Five Stars,1521417600.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1521417600.0,2018.0,3.0,12.0,19.0,0.0,78.0,1521417600.0
4.0,AHXQ0PAMEKC0P,B0058YEJ5K,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer",1521244800.0,0, Wolf Grey,Black-pink Blast,White,missing, 7.5 B(M) US,1521244800.0,2018.0,3.0,11.0,17.0,5.0,76.0,1521244800.0
5.0,A2P6I9PGAVEW6E,B0058YEJ5K,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200.0,0, Blue Tint,Green Glow,Hasta,White, 8.5 B(M) US,1520899200.0,2018.0,3.0,11.0,13.0,1.0,72.0,1520899200.0
1.0,A6CXK8NXD50R2,B0058YEJ5K,They looked very cheap,Returned...looked cheap,1520726400.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1520726400.0,2018.0,3.0,10.0,11.0,6.0,70.0,1520726400.0
5.0,A39943Z2419XIU,B0058YEJ5K,The fit is as expected,Fits to size,1520208000.0,0, Energy,Mtlc Silver,Black,missing, 8 B(M) US,1520208000.0,2018.0,3.0,10.0,5.0,0.0,64.0,1520208000.0
5.0,A2RZ3T3ECENTMO,B0058YEJ5K,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,1519948800.0,0, Cool Grey,Pure Platinum,White,Volt, 8.5 B(M) US,1519948800.0,2018.0,3.0,9.0,2.0,4.0,61.0,1519948800.0
5.0,A16BGUHQH20CIP,B0058YEJ5K,"Comfortable, consistent each time I order and good looking",Sleek and sporty,1519776000.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1519776000.0,2018.0,2.0,9.0,28.0,2.0,59.0,1519776000.0
5.0,A3O3KF45YVTOGY,B0058YEJ5K,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,1519689600.0,0, Cool Grey,Pure Platinum,White,Volt, 6.5 B(M) US,1519689600.0,2018.0,2.0,9.0,27.0,1.0,58.0,1519689600.0
5.0,A3TLWN2BRF1QH5,B0058YEJ5K,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,1519689600.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1519689600.0,2018.0,2.0,9.0,27.0,1.0,58.0,1519689600.0
5.0,A2ZGEESHHGFZKL,B0058YEJ5K,I always order a 1/2 size up in workout shoes.,Lightweight,1519689600.0,0, Cool Grey,Volt,Pure Platinum,missing, 7.5 B(M) US,1519689600.0,2018.0,2.0,9.0,27.0,1.0,58.0,1519689600.0
1.0,AUE82PKEUMKZB,B0058YEJ5K,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles,1519516800.0,0, Cool Grey , Volt - Wolf Grey - Pure Platinum,missing,missing, 9 D - Wide,1519516800.0,2018.0,2.0,8.0,25.0,6.0,56.0,1519516800.0
2.0,A2UVALXRJ35D1A,B0058YEJ5K,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,1519516800.0,0, Racer Blue,Obsidian,Blue Tint,missing, 6 B(M) US,1519516800.0,2018.0,2.0,8.0,25.0,6.0,56.0,1519516800.0
5.0,A3E05IUHHCTRJC,B0058YEJ5K,Exactly what I expected! Comfortable and chic,Comfortable and,1519171200.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1519171200.0,2018.0,2.0,8.0,21.0,2.0,52.0,1519171200.0
5.0,A3RNGBSBRJ3YAQ,B0058YEJ5K,They were a gift  to my daughter she loved them,Their Cute and Pink,1519084800.0,0, Blue Tint,Green Glow,Hasta,White, 9.5 B(M) US,1519084800.0,2018.0,2.0,8.0,20.0,1.0,51.0,1519084800.0
5.0,A13W5DGU9QF721,B0058YEJ5K,Love these comfy shoes. they fit like a glove.,Five Stars,1518566400.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1518566400.0,2018.0,2.0,7.0,14.0,2.0,45.0,1518566400.0
5.0,A2QRWCN5YR05G9,B0058YEJ5K,Very confortable.,Smooth and confortable.,1518566400.0,0, Pure Platinum,Blue Glow,Wolf Grey,missing, 6 B(M) US,1518566400.0,2018.0,2.0,7.0,14.0,2.0,45.0,1518566400.0
5.0,A2UALK0MY7S3C2,B0058YEJ5K,i love these shoes.,Five Stars,1518393600.0,0, Wolf Grey,Black-pink Blast,White,missing, 8.5 B(M) US,1518393600.0,2018.0,2.0,7.0,12.0,0.0,43.0,1518393600.0
5.0,A5JF4EQ9MQC78,B0058YEJ5K,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,1517443200.0,0, Cool Grey , Volt - Wolf Grey - Pure Platinum,missing,missing, 8.5 D - Wide,1517443200.0,2018.0,2.0,5.0,1.0,3.0,32.0,1517443200.0
5.0,A3VGHF7VNFBMCQ,B0058YEJ5K,daughter loves them,Five Stars,1517443200.0,0, Energy,Mtlc Silver,Black,missing, 8 B(M) US,1517443200.0,2018.0,2.0,5.0,1.0,3.0,32.0,1517443200.0
5.0,A13JGYKUU10QKH,B0058YEJ5K,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000.0,0, Cool Grey,Volt,Pure Platinum,missing, 11 B(M) US,1517184000.0,2018.0,1.0,5.0,29.0,0.0,29.0,1517184000.0
4.0,ATHL3S7ZD436V,B0058YEJ5K,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,1516838400.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1516838400.0,2018.0,1.0,4.0,25.0,3.0,25.0,1516838400.0
5.0,A36T5MSMYI9F3C,B0058YEJ5K,Wife loves them!,Five Stars,1516233600.0,0, Wolf Grey,Black-pink Blast,White,missing, 9 B(M) US,1516233600.0,2018.0,1.0,3.0,18.0,3.0,18.0,1516233600.0
5.0,ACZAPPQ95QM86,B0058YEJ5K,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,1515628800.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8.5 B(M) US,1515628800.0,2018.0,1.0,2.0,11.0,3.0,11.0,1515628800.0
1.0,A23TE15JI8Q2YQ,B0058YEJ5K,Artculo equivocado en color,One Star,1515542400.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 6.5 B(M) US,1515542400.0,2018.0,1.0,2.0,10.0,2.0,10.0,1515542400.0
5.0,AC5PPX3XLCZN1,B0058YEJ5K,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,1515542400.0,2, Wolf Grey,Black-pink Blast,White,missing, 9 B(M) US,1515542400.0,2018.0,1.0,2.0,10.0,2.0,10.0,1515542400.0
3.0,A3U0BBRU2Q85LE,B0058YEJ5K,"On the left shoe, there were two stained yellow spots.",Not in perfect condition,1515456000.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1515456000.0,2018.0,1.0,2.0,9.0,1.0,9.0,1515456000.0
5.0,A174EEWMHB3J8N,B0058YEJ5K,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",1515369600.0,0, black,missing,missing,missing, 6 B(M) US,1515369600.0,2018.0,1.0,2.0,8.0,0.0,8.0,1515369600.0
5.0,A1VXFXHDY4SRI5,B0058YEJ5K,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600.0,0, Cool Grey,Pure Platinum,White,Volt, 10 B(M) US,1515369600.0,2018.0,1.0,2.0,8.0,0.0,8.0,1515369600.0
5.0,A1FQAVH5JBSV6A,B0058YEJ5K,I Love it. It is very light and the color is great.,Five Stars,1515283200.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 9 B(M) US,1515283200.0,2018.0,1.0,1.0,7.0,6.0,7.0,1515283200.0
5.0,A2GBBOXDACUA6,B0058YEJ5K,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,1514505600.0,0, Energy,Mtlc Silver,Black,missing, 9 B(M) US,1514505600.0,2017.0,12.0,52.0,29.0,4.0,363.0,1514505600.0
5.0,A2LZMWZ1CM4PF3,B0058YEJ5K,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,1514419200.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1514419200.0,2017.0,12.0,52.0,28.0,3.0,362.0,1514419200.0
2.0,A1UVWOQTPDSYGY,B0058YEJ5K,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 9 B(M) US,1513468800.0,2017.0,12.0,50.0,17.0,6.0,351.0,1513468800.0
5.0,A18530DRJJ0QAF,B0058YEJ5K,She loves them,Five Stars,1513468800.0,0, Ocean Fog,Blue Grey,Mango,missing, 8.5 B(M) US,1513468800.0,2017.0,12.0,50.0,17.0,6.0,351.0,1513468800.0
3.0,A2LSGH30A8AN2Y,B0058YEJ5K,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8,1512432000.0,0, Cool Grey,Pure Platinum,White,Volt, 10 B(M) US,1512432000.0,2017.0,12.0,49.0,5.0,1.0,339.0,1512432000.0
5.0,A1LKTJ6HKH077C,B0058YEJ5K,great,Five Stars,1512432000.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1512432000.0,2017.0,12.0,49.0,5.0,1.0,339.0,1512432000.0
5.0,A1DX2WRQ2ZHAEK,B0058YEJ5K,c,Five Stars,1512345600.0,0, Wolf Grey,Black-pink Blast,White,missing, 9 B(M) US,1512345600.0,2017.0,12.0,49.0,4.0,0.0,338.0,1512345600.0
5.0,A2PWOO618R3IKJ,B0058YEJ5K,Love them!,Five Stars,1512000000.0,0, Black,Green Glow-blue Glow-white,missing,missing, 7 B(M) US,1512000000.0,2017.0,11.0,48.0,30.0,3.0,334.0,1512000000.0
3.0,AERFS3FMQJJ9L,B0058YEJ5K,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,1512000000.0,0, Wolf Grey,Black-pink Blast,White,missing, 7.5 B(M) US,1512000000.0,2017.0,11.0,48.0,30.0,3.0,334.0,1512000000.0
3.0,A22FYN2DKXSWS0,B0058YEJ5K,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200.0,0, Black,Green Glow-blue Glow-white,missing,missing, 9.5 B(M) US,1511827200.0,2017.0,11.0,48.0,28.0,1.0,332.0,1511827200.0
4.0,A22WH1BPQH7XJD,B0058YEJ5K,My New Gym shoes! Love them,Love,1511827200.0,0, Wolf Grey,Black-pink Blast,White,missing, 8.5 B(M) US,1511827200.0,2017.0,11.0,48.0,28.0,1.0,332.0,1511827200.0
5.0,A3OP70LPLALBKN,B0058YEJ5K,Perfect!,Five Stars,1511740800.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8.5 B(M) US,1511740800.0,2017.0,11.0,48.0,27.0,0.0,331.0,1511740800.0
5.0,A3OP70LPLALBKN,B0058YEJ5K,Perfect!,Five Stars,1511740800.0,0, Grey,missing,missing,missing, 8 B(M) US,1511740800.0,2017.0,11.0,48.0,27.0,0.0,331.0,1511740800.0
1.0,A1BN6I0B2OF7WB,B0058YEJ5K,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,1511049600.0,0, Wolf Grey,Black-pink Blast,White,missing, 7.5 B(M) US,1511049600.0,2017.0,11.0,46.0,19.0,6.0,323.0,1511049600.0
5.0,A2PYQN4T4LV0NP,B0058YEJ5K,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,1510617600.0,0, Black,White,Anthracite,Stealth, 10 B(M) US,1510617600.0,2017.0,11.0,46.0,14.0,1.0,318.0,1510617600.0
4.0,A14LN0R1PQA5WI,B0058YEJ5K,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,1510358400.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 7 B(M) US,1510358400.0,2017.0,11.0,45.0,11.0,5.0,315.0,1510358400.0
5.0,A35U6TP5276HMD,B0058YEJ5K,Fit comfortable,Five Stars,1510272000.0,0, White,Metallic Silver,Black,missing, 8.5 B(M) US,1510272000.0,2017.0,11.0,45.0,10.0,4.0,314.0,1510272000.0
5.0,AKZNLII88A0KO,B0058YEJ5K,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,1510185600.0,0, Black,Green Glow-blue Glow-white,missing,missing, 8 B(M) US,1510185600.0,2017.0,11.0,45.0,9.0,3.0,313.0,1510185600.0
4.0,A3PZ1TJ71WPLXV,B0058YEJ5K,Nice fit,Four Stars,1510012800.0,0, Green Glow,Seaweed - Hasta - White,missing,missing, 8.5 B(M) US,1510012800.0,2017.0,11.0,45.0,7.0,1.0,311.0,1510012800.0
2.0,A3M69Q5SNV7U0X,B0058YEJ5K,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...",1509840000.0,6, Wolf Grey,Black-pink Blast,White,missing, 9 B(M) US,1509840000.0,2017.0,11.0,44.0,5.0,6.0,309.0,1509840000.0
5.0,A2GOOFFNUI20XI,B0058YEJ5K,"They fit perfect, extremely comfortable",Five Stars,1509753600.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8 B(M) US,1509753600.0,2017.0,11.0,44.0,4.0,5.0,308.0,1509753600.0
3.0,A10Z8PKPUJ7YHO,B0058YEJ5K,No arch support but l love the colors!,Three Stars,1509753600.0,0, Black,White,Anthracite,Stealth, 10.5 B(M) US,1509753600.0,2017.0,11.0,44.0,4.0,5.0,308.0,1509753600.0
4.0,AHFAVT1MUB29W,B0058YEJ5K,Shoe was somewhat large,Size problem,1509667200.0,0, Black,missing,missing,missing, 6 B(M) US,1509667200.0,2017.0,11.0,44.0,3.0,4.0,307.0,1509667200.0
5.0,A10X6EMVZGVX9E,B0058YEJ5K,love them!,Five Stars,1509580800.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8 B(M) US,1509580800.0,2017.0,11.0,44.0,2.0,3.0,306.0,1509580800.0
4.0,A3JPU96NVWGUF5,B0058YEJ5K,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend",1509408000.0,0, Black,missing,missing,missing, 9 B(M) US,1509408000.0,2017.0,10.0,44.0,31.0,1.0,304.0,1509408000.0
5.0,A2620Z0QR2OFYC,B0058YEJ5K,Comfortable and light,Best birthday present,1509235200.0,0, Cool Grey,Rage Green,Hyper Turquoise,missing, 11.5 B(M) US,1509235200.0,2017.0,10.0,43.0,29.0,6.0,302.0,1509235200.0
5.0,A312BTXKFHK927,B0058YEJ5K,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,1508976000.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1508976000.0,2017.0,10.0,43.0,26.0,3.0,299.0,1508976000.0
5.0,A30HFZ2FW8CQBI,B0058YEJ5K,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ...,1508976000.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1508976000.0,2017.0,10.0,43.0,26.0,3.0,299.0,1508976000.0
5.0,AF70T61UO8MCD,B0058YEJ5K,Great shoes,Five Stars,1508889600.0,0, Black,missing,missing,missing, 7.5 B(M) US,1508889600.0,2017.0,10.0,43.0,25.0,2.0,298.0,1508889600.0
5.0,AJX8JEGB4Z8AI,B0058YEJ5K,These were exactly what I expected.,Five Stars,1508803200.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1508803200.0,2017.0,10.0,43.0,24.0,1.0,297.0,1508803200.0
5.0,A2HMEEX4K9UX81,B0058YEJ5K,Love love love,Five Stars,1508630400.0,0, Black,Green Glow-blue Glow-white,missing,missing, 7.5 B(M) US,1508630400.0,2017.0,10.0,42.0,22.0,6.0,295.0,1508630400.0
3.0,AKG96VVJ8XANP,B0058YEJ5K,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ...,1508284800.0,0, Grey,missing,missing,missing, 8 B(M) US,1508284800.0,2017.0,10.0,42.0,18.0,2.0,291.0,1508284800.0
5.0,A34LYR4FWZ77CA,B0058YEJ5K,These shoes are awesome!!,Five Stars,1507852800.0,0, Plure Platinum,Blue Glow,Wolf Grey,missing, 8.5 B(M) US,1507852800.0,2017.0,10.0,41.0,13.0,4.0,286.0,1507852800.0
3.0,A2M3ZNLCYPZ5A1,B0058YEJ5K,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far,1507593600.0,0, Wolf Grey,Black-pink Blast,White,missing, 9 B(M) US,1507593600.0,2017.0,10.0,41.0,10.0,1.0,283.0,1507593600.0
5.0,AQAY0P6DQAWDL,B0058YEJ5K,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,1506988800.0,0, Black,Green Glow-blue Glow-white,missing,missing, 8.5 B(M) US,1506988800.0,2017.0,10.0,40.0,3.0,1.0,276.0,1506988800.0
5.0,A246RG8KSPK5XS,B0058YEJ5K,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color,1506902400.0,0, Wolf Grey,Black-pink Blast,White,missing, 7.5 B(M) US,1506902400.0,2017.0,10.0,40.0,2.0,0.0,275.0,1506902400.0
5.0,A2JCYVQLKWULGM,B0058YEJ5K,Super comfy!,Five Stars,1506470400.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1506470400.0,2017.0,9.0,39.0,27.0,2.0,270.0,1506470400.0
5.0,A1EF7YWCNN7E9K,B0058YEJ5K,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400.0,0, Black,Green Glow-blue Glow-white,missing,missing, 8.5 B(M) US,1506470400.0,2017.0,9.0,39.0,27.0,2.0,270.0,1506470400.0
5.0,AQWZQKD0N851T,B0058YEJ5K,Fit well.,Five Stars,1506384000.0,0, Black,White,Anthracite,Stealth, 10.5 B(M) US,1506384000.0,2017.0,9.0,39.0,26.0,1.0,269.0,1506384000.0
